,Crime Type,Loss Amount,state,year,url
26670,Social Media,1048633,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26672,Investment,5068215,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26673,Lottery/Sweepstakes/Inheritance,981933,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26674,Malware/Scareware/Virus,120,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26676,Non-payment/Non-Delivery,2490518,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26677,Other,922541,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26678,Overpayment,302385,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26679,Personal Data Breach,1189266,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26680,Phishing/Vishing/Smishing/Pharming,47854,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26681,Ransomware,0,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26682,Re-shipping,3000,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26683,Real Estate/Rental,961922,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26684,Spoofing,519936,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26685,Tech Support,931477,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26686,Terrorism/Threats of Violence,261800,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26690,Virtual Currency,3881583,Maryland,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26692,Advanced Fee,1429829,Massachusetts,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26693,BEC/EAC,61713178,Massachusetts,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26694,Civil Matter,537500,Massachusetts,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26695,Computer Intrusion,400,Massachusetts,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26696,Confidence Fraud/Romance,21796694,Massachusetts,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26697,Corporate Data Breach,1736572,Massachusetts,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26698,Credit Card Fraud,3815762,Massachusetts,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26699,Crimes Against Children,1385,Massachusetts,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26700,Denial of Service/TDos,245,Massachusetts,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26701,Employment,1666672,Massachusetts,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26702,Extortion,3124790,Massachusetts,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26703,Gambling,5469,Massachusetts,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26704,Government Impersonation,2088800,Massachusetts,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26705,Health Care Related,70,Massachusetts,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26706,IPR/Copyright and Counterfeit,36187,Massachusetts,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26707,Identity Theft,6003047,Massachusetts,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26708,,,Massachusetts,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26709,Descriptors*,,Massachusetts,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26710,Social Media,3334150,Massachusetts,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26711,"*These descriptors relate to the medium or tool used to facilitate the crime, and are used by the IC3 for tracking purposes only. They are available only after another crime type has been selected.",,Massachusetts,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26712,Investment,29444199,Massachusetts,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26713,Lottery/Sweepstakes/Inheritance,686646,Massachusetts,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26714,Malware/Scareware/Virus,500,Massachusetts,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26715,No Lead Value,0,Massachusetts,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26716,Non-payment/Non-Delivery,5247760,Massachusetts,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26717,Other,809812,Massachusetts,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26718,Overpayment,1756641,Massachusetts,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26719,Personal Data Breach,9867001,Massachusetts,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26720,Phishing/Vishing/Smishing/Pharming,816558,Massachusetts,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26721,Ransomware,252232,Massachusetts,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26722,Re-shipping,0,Massachusetts,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26723,Real Estate/Rental,8944041,Massachusetts,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26724,Spoofing,1001731,Massachusetts,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26725,Tech Support,5386594,Massachusetts,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26726,Terrorism/Threats of Violence,27846,Massachusetts,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26727,,,Massachusetts,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26730,Virtual Currency,34832506,Massachusetts,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26732,Advanced Fee,744017,Massachusetts,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26733,BEC/EAC,6137275,Massachusetts,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26734,Civil Matter,29000,Massachusetts,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26735,Computer Intrusion,91016,Massachusetts,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26736,Confidence Fraud/Romance,8126554,Massachusetts,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26737,Corporate Data Breach,100200,Massachusetts,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26738,Credit Card Fraud,776857,Massachusetts,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26739,Crimes Against Children,500,Massachusetts,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26740,Denial of Service/TDos,0,Massachusetts,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26741,Employment,297061,Massachusetts,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26742,Extortion,188639,Massachusetts,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26743,Gambling,5590,Massachusetts,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26744,Government Impersonation,351567,Massachusetts,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26745,Health Care Related,193998,Massachusetts,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26746,IPR/Copyright and Counterfeit,26631,Massachusetts,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26747,Identity Theft,764450,Massachusetts,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26750,Social Media,1107798,Massachusetts,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26752,Investment,5418260,Massachusetts,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26753,Lottery/Sweepstakes/Inheritance,557004,Massachusetts,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26754,Malware/Scareware/Virus,0,Massachusetts,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26756,Non-payment/Non-Delivery,2566588,Massachusetts,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26757,Other,682762,Massachusetts,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26758,Overpayment,252157,Massachusetts,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26759,Personal Data Breach,1574357,Massachusetts,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26760,Phishing/Vishing/Smishing/Pharming,105193,Massachusetts,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26761,Ransomware,0,Massachusetts,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26763,Real Estate/Rental,1822691,Massachusetts,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26764,Spoofing,120314,Massachusetts,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26765,Tech Support,729393,Massachusetts,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26766,Terrorism/Threats of Violence,104000,Massachusetts,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26770,Virtual Currency,4000865,Massachusetts,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26772,Advanced Fee,1364881,Michigan,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26773,BEC/EAC,47694111,Michigan,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26774,Civil Matter,38208,Michigan,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26775,Computer Intrusion,435157,Michigan,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26776,Confidence Fraud/Romance,20403018,Michigan,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26777,Corporate Data Breach,934354,Michigan,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26778,Credit Card Fraud,2720612,Michigan,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26779,Crimes Against Children,500,Michigan,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26780,Denial of Service/TDos,0,Michigan,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26781,Employment,947767,Michigan,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26782,Extortion,1150764,Michigan,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26783,Gambling,0,Michigan,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26784,Government Impersonation,2412863,Michigan,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26785,Health Care Related,239,Michigan,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26786,IPR/Copyright and Counterfeit,211031,Michigan,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26787,Identity Theft,7072940,Michigan,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26788,,,Michigan,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26789,Descriptors*,,Michigan,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26790,Social Media,5260045,Michigan,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26791,"*These descriptors relate to the medium or tool used to facilitate the crime, and are used by the IC3 for tracking purposes only. They are available only after another crime type has been selected.",,Michigan,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26792,Investment,26055957,Michigan,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26793,Lottery/Sweepstakes/Inheritance,245706,Michigan,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26794,Malware/Scareware/Virus,27715,Michigan,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26795,No Lead Value,1000,Michigan,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26796,Non-payment/Non-Delivery,67190473,Michigan,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26797,Other,748493,Michigan,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26798,Overpayment,630521,Michigan,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26799,Personal Data Breach,3458786,Michigan,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26800,Phishing/Vishing/Smishing/Pharming,384842,Michigan,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26801,Ransomware,2020399,Michigan,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26802,Re-shipping,4080,Michigan,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26803,Real Estate/Rental,3176354,Michigan,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26804,Spoofing,2300385,Michigan,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26805,Tech Support,5266479,Michigan,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26806,Terrorism/Threats of Violence,9065,Michigan,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26807,,,Michigan,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26810,Virtual Currency,30007381,Michigan,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26812,Advanced Fee,401441,Michigan,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26813,BEC/EAC,5692175,Michigan,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26814,Civil Matter,197028,Michigan,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26815,Computer Intrusion,43881,Michigan,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26816,Confidence Fraud/Romance,12806968,Michigan,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26817,Corporate Data Breach,42237,Michigan,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26818,Credit Card Fraud,882810,Michigan,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26819,Crimes Against Children,0,Michigan,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26821,Employment,176594,Michigan,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26822,Extortion,120662,Michigan,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26824,Government Impersonation,101501,Michigan,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26825,Health Care Related,1125,Michigan,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26826,IPR/Copyright and Counterfeit,270528,Michigan,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26827,Identity Theft,1105296,Michigan,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26830,Social Media,473003,Michigan,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26832,Investment,7290537,Michigan,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26833,Lottery/Sweepstakes/Inheritance,1206587,Michigan,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26834,Malware/Scareware/Virus,915,Michigan,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26836,Non-payment/Non-Delivery,1469280,Michigan,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26837,Other,145895,Michigan,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26838,Overpayment,513511,Michigan,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26839,Personal Data Breach,616493,Michigan,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26840,Phishing/Vishing/Smishing/Pharming,711074,Michigan,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26841,Ransomware,10000,Michigan,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26842,Re-shipping,8000,Michigan,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26843,Real Estate/Rental,823715,Michigan,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26844,Spoofing,789484,Michigan,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26845,Tech Support,1288305,Michigan,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26846,Terrorism/Threats of Violence,36844,Michigan,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26850,Virtual Currency,6667532,Michigan,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26852,Advanced Fee,1490134,Minnesota,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26853,BEC/EAC,38988362,Minnesota,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26854,Civil Matter,51950,Minnesota,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26855,Computer Intrusion,0,Minnesota,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26856,Confidence Fraud/Romance,11823203,Minnesota,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26857,Corporate Data Breach,174490,Minnesota,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26858,Credit Card Fraud,1494686,Minnesota,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26859,Crimes Against Children,18982,Minnesota,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
26860,Denial of Service/TDos,0,Minnesota,2021,https://www.ic3.gov/Media/PDF/AnnualReport/2021State/StateReport.aspx
